phase,index,stage,ns,store_logical_bytes,peak_rss,valid
measured,2,rows,185700000,1189330106,"5884084224",true
measured,2,setup,2972700,1189330106,"5884084224",true
measured,2,update,70162000500,1189330106,"5884084224",true
measured,3,aggregate,11733400,1189330106,"5884084224",true
measured,3,append,404090087600,1189330106,"5884084224",true
measured,3,checkpoint,4877890100,1189330106,"5884084224",true
measured,3,columns,296589000,1189330106,"5884084224",true
measured,3,complete_operations,514008565800,1189330106,"5884084224",true
measured,3,decode,7317455200,1189330106,"5884084224",true
measured,3,delete,76442923300,1189330106,"5884084224",true
measured,3,equal,670096900,1189330106,"5884084224",true
measured,3,get,51400,1189330106,"5884084224",true
measured,3,guard,160879170200,1189330106,"5884084224",true
measured,3,insert,116030224500,1189330106,"5884084224",true
measured,3,open_from_checkpoint,40745009200,1189330106,"5884084224",true
measured,3,page,1622703800,1189330106,"5884084224",true
measured,3,replace,81819757300,1189330106,"5884084224",true
measured,3,replay,34872871800,1189330106,"5884084224",true
measured,3,rows,189013400,1189330106,"5884084224",true
measured,3,setup,2892800,1189330106,"5884084224",true
measured,3,update,76531905000,1189330106,"5884084224",true
measured,4,aggregate,11111900,1189330106,"5978996736",true
measured,4,append,392926763300,1189330106,"5978996736",true
measured,4,checkpoint,5074666300,1189330106,"5978996736",true
measured,4,columns,353117300,1189330106,"5978996736",true
measured,4,complete_operations,471448501900,1189330106,"5978996736",true
measured,4,decode,8286459300,1189330106,"5978996736",true
measured,4,delete,68912891000,1189330106,"5978996736",true
measured,4,equal,614789700,1189330106,"5978996736",true
measured,4,get,48500,1189330106,"5978996736",true
measured,4,guard,147533329800,1189330106,"5978996736",true
measured,4,insert,108378182400,1189330106,"5978996736",true
measured,4,open_from_checkpoint,46240644000,1189330106,"5978996736",true
measured,4,page,1469519500,1189330106,"5978996736",true
measured,4,replace,74883515200,1189330106,"5978996736",true
measured,4,replay,40990309800,1189330106,"5978996736",true
measured,4,rows,222401800,1189330106,"5978996736",true
measured,4,setup,29210300,1189330106,"5978996736",true
measured,4,update,69645113900,1189330106,"5978996736",true
measured,5,aggregate,10905600,1189330106,"6040788992",true
measured,5,append,405330190000,1189330106,"6040788992",true
measured,5,checkpoint,5006124900,1189330106,"6040788992",true
measured,5,columns,298302200,1189330106,"6040788992",true
measured,5,complete_operations,489972074500,1189330106,"6040788992",true
measured,5,decode,7522554800,1189330106,"6040788992",true
measured,5,delete,71026293600,1189330106,"6040788992",true
measured,5,equal,632602400,1189330106,"6040788992",true
measured,5,get,55100,1189330106,"6040788992",true
measured,5,guard,153236217000,1189330106,"6040788992",true
measured,5,insert,114549043400,1189330106,"6040788992",true
measured,5,open_from_checkpoint,41668944700,1189330106,"6040788992",true
measured,5,page,1504152800,1189330106,"6040788992",true
measured,5,replace,78366267100,1189330106,"6040788992",true
measured,5,replay,32395903500,1189330106,"6040788992",true
measured,5,rows,183976800,1189330106,"6040788992",true
measured,5,setup,2960700,1189330106,"6040788992",true
measured,5,update,70646537500,1189330106,"6040788992",true
